"","energy","tempo","danceability","loudness","liveness","valence","speechiness","instrumentalness","mode","key","duration_ms","acousticness","track_name","track_artist","track_album_name","track_album_release_date","track_popularity","time_signature","type","track_id","track_album_id"
"1353",0.693,91.973,0.714,-4.955,0.18,0.586,0.266,0,0,10,168107,0.0417,"You Ain't The Only One","Mary J. Blige","You Ain't The Only One","2024-10-18",47,4,"audio_features","2PYmLWYQKcyiDoduL1ewVO","2exj3QEbmM141MCEpjFb1q"
"1354",0.411,90.876,0.836,-9.084,0.0913,0.845,0.0325,0.382,0,6,297717,0.42,"Fight for Love","SAULT","11","2022-11-11",55,4,"audio_features","1LPQheJpIsG8rlUkCmZx2D","0e5GuQaryu1bLZL9Gk3hS8"
"1355",0.496,172.008,0.703,-8.948,0.292,0.418,0.216,6.73e-05,1,10,228420,0.107,"Space","Mario","Space","2024-09-27",44,4,"audio_features","7eLiZCx55Yds7xwRiXOfRR","53yStBYbIQTT65ul6LXudf"
"1356",0.566,137.521,0.551,-8.303,0.124,0.722,0.0421,2.45e-05,1,4,219787,0.177,"Waiting on the Right Time","Thee Sacred Souls","Waiting on the Right Time","2024-09-10",47,4,"audio_features","7rqR6MqQX8x2eDlAmleCRl","50YUFgsiE11VbXB4QFKaP1"
"1357",0.381,82.939,0.605,-8.369,0.0844,0.132,0.115,0,1,0,223443,0.575,"Celebrate","Jordan Rakei, STUTS","Celebrate","2024-11-08",54,4,"audio_features","0wDTskEQUKP63CjogXK6yc","4qiEMrSLAIUn2zPrANiH2o"
"1358",0.539,76.796,0.537,-6.772,0.293,0.548,0.0256,7.45e-05,0,4,186991,0.277,"Anyone In Love","Jalen Ngonda","Anyone In Love","2024-09-26",53,4,"audio_features","5fjaHwIsvJKxkhODCYY0EB","2XWTgpZp4up1zFIIUApP3G"
"1359",0.418,129.959,0.688,-10.023,0.121,0.338,0.037,0.000873,0,5,239385,0.67,"Crystal Tears","Elmiene","Crystal Tears","2024-03-13",54,4,"audio_features","4z6YXURKvs98NXUlVGyevf","5EQiMkO4WpYpk8zPG8hrTb"
"1360",0.488,64.942,0.626,-7.416,0.0668,0.554,0.0431,0,1,2,251038,0.429,"That's You","Lucky Daye","That's You","2023-11-01",54,4,"audio_features","3rgPcA3yCtvVCxvcVFcBxs","4oFFTDK2Af6FOPvoafwKjV"
"1361",0.622,83.043,0.627,-7.954,0.127,0.656,0.247,7.8e-06,0,10,200520,0.474,"All I Want Is You [Feat. October London]","Boney James, October London","All I Want Is You","2024-07-19",45,4,"audio_features","2YKgKQeaYc2sIZIGooyLw0","6J9R7EmL3lIrfnXzZwxRB8"
"1362",0.658,85.984,0.719,-7.517,0.139,0.362,0.103,0.0484,1,11,228639,0.475,"Don't Sleep (feat. Thundercat)","Victoria Monét, Thundercat","JAGUAR II : Deluxe","2024-10-04",53,4,"audio_features","3p0xEoo2jRjshhCplkF8S5","7mHd5i7hgpHiMM3BFyfRdn"
"1363",0.626,159.94,0.565,-14.123,0.11,0.833,0.043,0.536,0,11,167894,0.632,"MoveOn","NxWorries, Anderson .Paak, Knxwledge","Why Lawd?","2024-06-14",49,4,"audio_features","6NkpXwmHBAWYQmMDV0AVdw","0LlzHi8Erl8zpTumqt88Qe"
"1364",0.388,80.018,0.752,-8.251,0.1,0.534,0.0803,0.00988,0,5,200000,0.311,"2 Much","Qendresa","2 Much","2024-02-22",53,3,"audio_features","4QySScdQnRDZjDaAdpY0AM","3BpR28xCNhR9uI90NgAwRR"
"1365",0.816,113.053,0.809,-6.056,0.0798,0.788,0.0509,0.00566,1,0,153027,0.0181,"Bend","Wizkid","Morayo","2024-11-22",46,4,"audio_features","2GZNKi3rgaT1ZKpkKDkA0Y","3dLXfyaG1kYeSQknLs2LP1"
"1366",0.672,96.003,0.694,-5.527,0.277,0.804,0.127,0,0,1,168407,0.307,"Bad Vibes (feat. Seyi Vibez)","Ayra Starr, Seyi Vibez","Bad Vibes","2024-05-09",59,4,"audio_features","6HTjqv0AsiZ34fOMcGCbSX","00Z9OpzSflzHQuKMrR315g"
"1367",0.512,116.945,0.784,-8.694,0.312,0.842,0.0944,0.000334,1,0,137631,0.0951,"Higher","Burna Boy","Higher","2024-06-27",63,4,"audio_features","7fA7mrYaXVDVVGCAV65NRN","2Ti12rxuf2NZ22iUzUXSNP"
"1368",0.414,111.99,0.847,-10.959,0.11,0.465,0.153,0,0,10,145789,0.243,"Saint Tropez","Juls, Victony","Peace and Love","2024-10-25",51,4,"audio_features","6o4oHv1VSmHmHjWfQf8yp0","1Vro9qhKIVfWoJSSfCYd01"
"1369",0.812,100.049,0.455,-3.455,0.199,0.823,0.211,0,1,8,184249,0.372,"Favourite Girl (with Rema)","Darkoo, Rema","Favourite Girl (with Rema)","2024-08-08",61,4,"audio_features","3eRaxLLhyYHKr8oiR6NeYI","7LKevxlgs3jILWLe8VQlmW"
"1370",0.765,84.978,0.598,-4.93,0.0225,0.844,0.323,0,0,5,144189,0.275,"Marhaba","Kizz Daniel","Marhaba X We Must","2024-09-25",65,4,"audio_features","5FzsdlFgAFN1aSe9YwoN6s","2ElVuPg0F7mHNcveABN2Rw"
"1371",0.657,100.104,0.887,-5.784,0.106,0.932,0.0908,0.000363,1,9,166350,0.153,"everyday","Fireboy DML","everyday","2024-05-02",61,4,"audio_features","2yskKhqtDAHJ73obmJh8tf","4atn1aHLq3H0jxE5kJs2S7"
"1372",0.592,108.081,0.824,-7.599,0.121,0.754,0.0448,0.0617,0,0,182222,0.674,"Asylum","Olivetheboy","Avana (Deluxe)","2024-03-01",62,4,"audio_features","1Cek6PV24GtEk4GDWqFbCk","0Y6z5zNbCGEiD6dHeEUtgV"
"1373",0.986,175.003,0.494,-2.262,0.334,0.421,0.243,4.41e-06,1,7,228214,0.0505,"新時代 - ウタ from ONE PIECE FILM RED","Ado","新時代 (ウタ from ONE PIECE FILM RED)","2022-06-08",58,4,"audio_features","2l2yRJWgMiJkfPbRNiuC25","7r72omJJLTajYYn9vImIcb"
"1374",0.91,92.591,0.585,-3.703,0.19,0.602,0.0917,0,0,5,221426,0.0138,"廻廻奇譚","Eve","廻廻奇譚 / 蒼のワルツ","2020-12-23",53,4,"audio_features","5MVjxslIF7mVtYo75Nk445","5AXzkXGoyKh4KU8paELFVu"
"1375",0.918,150.094,0.542,-5.074,0.259,0.784,0.0937,0,1,6,213438,0.0101,"ミックスナッツ","OFFICIAL HIGE DANDISM","ミックスナッツ","2022-04-15",57,4,"audio_features","60ReNXcPcsVFd7nUuQw5HZ","3O9SqecmKFv2ZafPKwahtz"
"1376",0.54,111.955,0.592,-11.249,0.0965,0.354,0.0587,0.00187,0,8,252027,0.692,"One Last Kiss","Hikaru Utada","One Last Kiss","2021-03-09",59,4,"audio_features","5RhWszHMSKzb7KiXk4Ae0M","3YXibprimHgDGwv8iPPT6S"
"1377",0.685,152.04,0.477,-4.554,0.277,0.308,0.0325,0,1,2,275000,0.105,"炎","LiSA","炎","2020-10-12",59,4,"audio_features","0cSkn2l67csUljEy0EEBPn","1KmL1EZ0Pg9Vj3rPYMDqHY"
"1378",0.415,78.025,0.571,-6.572,0.187,0.342,0.0305,0,0,2,236391,0.615,"すずめ","RADWIMPS, Toaka","すずめ","2022-09-30",49,4,"audio_features","1huqzMaPdQkXuOJaLxrC2s","3zisC3dWvvbDMHGVrxmaBF"
"1379",0.939,190.066,0.37,-2.056,0.148,0.463,0.12,2.14e-06,0,7,205133,0.00165,"青春コンプレックス","結束バンド","青春コンプレックス","2022-10-09",55,4,"audio_features","0jpP8AlQLVtaMwA3vQYpYB","3yiMrbhmz7rqjTW3AgmG9W"
"1380",0.878,100.267,0.402,-4.367,0.173,0.358,0.0846,0,1,2,235200,0.000242,"オレンジ","SPYAIR","オレンジ","2024-02-14",65,4,"audio_features","6M6ZNRplLNspFEn6Ab3mOv","4bpX1Wi81FjZ4d0GFlO1y3"
"1381",0.953,96.047,0.569,-2.018,0.071,0.477,0.109,5.78e-06,0,10,199333,0.166,"花になって - Be a flower","Ryokuoushoku Shakai","花になって - Be a flower","2023-10-29",67,3,"audio_features","2EmkTBTh964LQen4Vz0svg","2CmupdP2p1BOYVYh2cjtJc"
"1382",0.904,121.994,0.648,-4.565,0.0629,0.728,0.0786,2.07e-06,0,6,327967,0.0961,"LOST IN PARADISE","ALI, AKLO","LOST IN PARADISE","2020-10-10",64,4,"audio_features","7kRKlFCFLAUwt43HWtauhX","6Jp8BbweVonPWAP5Qyn56J"
"1383",0.896,90.009,0.649,-2.704,0.102,0.924,0.056,1.19e-05,0,10,278707,0.000319,"Down with the Sickness","Disturbed","The Sickness (10th Anniversary Edition)","2010-03-22",60,4,"audio_features","4ImIJRZNJhNQLLdUFSYJoS","07w0hGS9XUdFsPBvDHy16y"
"1384",0.934,96.038,0.624,-3.229,0.106,0.411,0.0436,2.67e-05,1,4,295881,0.00232,"Hellraiser - 30th Anniversary Edition","Ozzy Osbourne, Lemmy, Motörhead","Hellraiser (30th Anniversary Edition)","2021-09-13",54,4,"audio_features","7iD5t0YgWvIIrvZtw6IIxQ","3pn1WoMZ18F0Mn2qfWx4Cq"
"1385",0.985,125.307,0.325,-3.941,0.351,0.221,0.151,0.107,1,11,392600,0.00177,"Holy Wars...The Punishment Due - 2004 Remix","Megadeth","Rust In Peace (2004 Remix / Expanded Edition)","1990-10-04",65,4,"audio_features","5LyRtsQLhcXmy50VXhQXXS","0qaLL09EtF1hiUis7PRvaJ"
"1386",0.987,103.162,0.435,-4.667,0.268,0.1,0.16,0.0879,0,1,365827,0.000195,"Painkiller","Judas Priest","Painkiller","1990-09-26",64,4,"audio_features","0L7zm6afBEtrNKo6C6Gj08","7LgrhuKnAXpNEv8qzcVd2t"
"1387",0.931,162.115,0.214,-3.347,0.0797,0.233,0.143,3.09e-06,0,7,348387,0.000705,"Tears Don't Fall","Bullet For My Valentine","The Poison","2005",64,4,"audio_features","5pKCDm2fw4k6D6C5Rk646C","58TQcPpRD9XcXhUDWF5P27"
"1388",0.996,93.345,0.382,-4.119,0.417,0.327,0.104,0,1,7,147840,0.00208,"Wait and Bleed","Slipknot","Slipknot (10th Anniversary Edition)","2009-09-09",65,4,"audio_features","2gscB6kDOmrv1P6qs2KXE3","2dL9Q5AtIv4Rw1L6lKcIUc"
"1389",0.876,164.992,0.46,-5.39,0.151,0.499,0.045,0.798,1,5,263787,6.85e-05,"Raise Your Horns","Amon Amarth","Jomsviking","2016-03-25",35,3,"audio_features","5gNyrx8elXaXXs3vFC1ufZ","79GLbXCHnsOG9TBzvtS3sy"
"1390",0.63,97.972,0.732,-7.896,0.0996,0.47,0.232,5.52e-05,1,0,205828,0.502,"19","Dan Whitlam","19","2024-11-13",40,4,"audio_features","7uCtddSloI5jRSUWUdbEyY","5bQoKnUIUOkARXThz4uRAK"
"1391",0.869,169.972,0.33,-9.003,0.138,0.457,0.325,0.000557,0,11,321881,0.0831,"Non Stop Action","Ki!, Al Agami","Non Stop Action","2024-11-08",15,4,"audio_features","3Ta3MCtEXbXFUTwOs4tI5y","3XoxHsPSdVeJZo4mmnB0YU"
"1392",0.789,92.998,0.743,-7.14,0.314,0.663,0.27,0,1,7,145016,0.123,"Keep It Alive","Alias Molombo, Skee","Keep It Alive","2024-11-08",29,4,"audio_features","49xjPtr0qFNGgAFdOvqeUh","3Ym1xFLzvaf1c2WreeNJcJ"
"1393",0.8,108.013,0.786,-4.603,0.117,0.734,0.0971,0.00023,1,6,148889,0.456,"LAST NIGHT WAS LOVELY","STRIPE","LAST NIGHT WAS LOVELY","2024-11-14",18,4,"audio_features","60W7UB7K2muBkq8qlomkFq","2T9wFIetNSRr7EQaky4wZF"
"1394",0.675,179.97,0.665,-10.243,0.331,0.517,0.1,0,0,6,174667,0.262,"breathe","Earl Hondo","breathe","2024-11-13",14,4,"audio_features","1rRwEeIXxEPnmOGUXoqcXC","5V4QQy1FXNw62vRB2y9kMD"
"1395",0.649,105.969,0.861,-3.713,0.0989,0.673,0.0988,0.00013,1,8,128000,0.0867,"2 BOLD","Jomega","2 BOLD","2024-11-01",11,4,"audio_features","0UAKNfIiKuDbMwNr9vojxb","7ghoPpFx3Pwt7HNHdG8oTb"
"1396",0.71,94.044,0.816,-5.303,0.059,0.614,0.154,0.000132,0,1,209362,0.0257,"Worldwide","MC Random, Mista Ed","Random Summer 8: B.A.R.S.","2024-10-04",22,4,"audio_features","0ahgiRIQe7gFf7XfEenSwY","6oZYj5mqcTqx4ib7Ow78uP"
"1397",0.669,128.034,0.941,-8.756,0.0959,0.589,0.366,2e-05,0,4,75034,0.0399,"GOSSIP","Killloane","GOSSIP","2024-11-01",23,4,"audio_features","6opHWDru6Yf9ddi7OsCcjt","3ivnNrSpaw39pjXzcjAzxA"
"1398",0.367,140.04,0.921,-8.324,0.0902,0.512,0.184,0.676,1,1,196679,0.0907,"Talk Show","Humble Francis","Talk Show","2024-11-08",20,4,"audio_features","16ao5yZuNEPSetxzwQM4Ne","6kj6I6qEAjzXWAUfejyq5a"
"1399",0.71,85.931,0.611,-7.933,0.123,0.552,0.369,0,1,7,175059,0.457,"Hoopty","The ART MuZeum","Hoopty","2024-06-18",13,4,"audio_features","2UsdXWoJI0dDlMAtxeBBg7","7I7lQiN3HmdejlNZiY2mSr"
"1400",0.663,129.987,0.927,-7.546,0.0674,0.621,0.278,0.000335,1,2,132984,0.0253,"Caesar","Inventor Ace","Caesar","2024-10-11",30,4,"audio_features","1uwZAnifkJA63F8Gca6T2U","1yEpjzl634eImTVSAe3AYR"
"1401",0.65,139.938,0.862,-8.732,0.0932,0.95,0.341,0,0,11,180913,0.602,"Back in 09","Voodoo Benji","Voodoo Nights","2024-11-07",12,4,"audio_features","1O1VyrlKPdDp9K2oXXfmZC","1rESKG0aJLWmny08szk7g5"
"1402",0.721,173.048,0.468,-7.155,0.304,0.811,0.41,0,0,4,158375,0.35,"Don't You Cry","ROC","Don't You Cry","2024-11-08",19,4,"audio_features","3nVEQbxiAOLTKQIcEvPqRY","6Ph2LcryNYgnNMx5drXSJR"
"1403",0.743,149.917,0.591,-6.769,0.242,0.603,0.305,3.15e-06,0,7,208000,0.0231,"NEW CHOP","Malone the Chemist","THE LETTER EYE","2024-11-08",14,4,"audio_features","2fnLDFHDunnBmFlgt8nVsz","6jwOTmECzsQkxDxarEG2WT"
"1404",0.595,94.006,0.815,-8.061,0.0735,0.566,0.175,0.064,0,9,177929,0.438,"BIG DEAL","Pink Jagg","BIG DEAL","2024-08-30",17,4,"audio_features","6rY95249WCGIi3uR2wy2dS","5R0jiKiWkPYYuq358B3Uh9"
"1405",0.639,102.342,0.563,-9.439,0.0874,0.528,0.356,0,1,0,152242,0.0814,"Wifey, Shordy, Bae","G DUBS","Wifey, Shordy, Bae","2024-11-07",18,5,"audio_features","4VWuPlrOBX9Od2ssCBMe6L","1OnM0EtHZw1EzkAgoZJesu"
"1406",0.618,120.063,0.81,-10.581,0.0296,0.804,0.0382,0.000254,1,7,194723,0.0139,"I Can See Clearly Now","Jimmy Cliff","Definitive Collection","1995-08-10",58,4,"audio_features","2RcbRwAFUxaiO3rszuEqsz","5t0RnpknUuE7afcxnMkilb"
"1407",0.458,84.603,0.754,-10.558,0.106,0.744,0.163,5.86e-06,0,9,262000,0.157,"Revolution","Dennis Brown","Love & Hate","1996",53,4,"audio_features","14uaxEtvwwTR2WnnvAfaj9","7cwpEL5QNoTQXJ5Htzt0ls"
"1408",0.553,99.022,0.881,-7.376,0.0639,0.835,0.0487,0,1,1,225093,0.075,"True To Myself","Ziggy Marley","Reggae Classics","2007-12-28",51,4,"audio_features","0sgx4UjoIrLB8rFURf3tIr","1vVZU5EoAOgo1YUCWcofAP"
"1409",0.478,78.746,0.837,-5.861,0.0569,0.81,0.0627,0.00129,0,6,254800,0.0571,"Stone Love","Pepper","Kona Town","2002-03-26",58,4,"audio_features","1AO26gK1sI6PoFY9eUF8yV","37ijUtHcOrsDCIQRsa5sB4"
"1410",0.564,93.908,0.879,-7.682,0.0519,0.523,0.247,9.43e-06,0,10,282373,0.0474,"If I Ruled the World (Imagine That) (feat. Lauryn Hill)","Nas, Ms. Lauryn Hill","It Was Written","1996-07-02",67,4,"audio_features","5PQmSHzWnlgG4EBuIqjac2","78Fgb88MY0ECc4GVMejqTg"
"1411",0.672,206.247,0.59,-11.792,0.147,0.688,0.412,1.04e-06,1,1,286440,0.125,"93 'Til Infinity","Souls Of Mischief","93 'til Infinity","1993-02-13",67,4,"audio_features","0PV1TFUMTBrDETzW6KQulB","7aSjaEi3OQ2aZemcJDhMb1"
"1412",0.589,90.438,0.782,-4.827,0.164,0.869,0.189,0,1,1,223547,0.148,"Ms. Fat Booty","Mos Def","Black On Both Sides","1999-10-12",67,4,"audio_features","0IVAlb0cFCH1cQ974iR1TU","5gK2l2LgWY0BA4p9uy27z6"
"1413",0.864,105.932,0.734,-6.119,0.246,0.47,0.303,9.85e-06,1,2,231493,0.022,"Intergalactic - Remastered 2009","Beastie Boys","Hello Nasty (Deluxe Edition/Remastered)","1998-07-14",66,4,"audio_features","5fpizYGbi5IQoEraj6FP0R","6eGYLONkDMja0MNtZWnRRB"
"1414",0.737,90.519,0.671,-5.131,0.0596,0.197,0.108,0.00344,1,0,310227,0.0338,"Keep Their Heads Ringin'","Dr. Dre","Keep Their Heads Ringin'","1995-03-07",66,4,"audio_features","1rylJ0VXvhOzLGNm401iaI","74iv82AYPjxyWpGbt9LNuP"
"1415",0.814,138.083,0.88,-6.307,0.0584,0.942,0.14,0.00672,0,11,283067,0.168,"Big Pimpin'","JAY-Z, UGK","Vol. 3... Life And Times Of S. Carter","1999-12-28",66,4,"audio_features","7m97yKVzPpXV9Z4ezEziOD","3rWJsuu7ukoZZhp7YYkjNZ"
"1416",0.619,109.92,0.833,-5.595,0.159,0.901,0.0538,2.13e-05,1,7,306560,0.111,"I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster","Diddy, 112, Faith Evans","No Way Out (2014 Remaster)","1997",65,4,"audio_features","1yy2DlSDtEt90d54rPDPXz","33hEDxsIVGf7R6wRdZBQOw"
"1417",0.745,101.972,0.749,-10.625,0.333,0.481,0.164,0.00403,1,2,195107,0.000501,"Jump","Kris Kross","Totally Krossed Out","1992-03-17",65,4,"audio_features","27AHAtAirQapVldIm4c9ZX","5bGumbB29JBPlv4ECVURka"
"1418",0.534,98.243,0.866,-9.201,0.0929,0.841,0.229,0.266,1,11,226133,0.184,"Electric Relaxation","A Tribe Called Quest","The Anthology","1999-10-26",65,4,"audio_features","0eEXcw3JLVXcRxYrVYMy68","3FAK4h4t9uV4JxzESXllAU"
"1419",0.509,144.29,0.679,-7.31,0.438,0.534,0.0617,0,1,4,223547,0.0856,"Tha Crossroads","Bone Thugs-N-Harmony","E. 1999 Eternal","1995-07-25",65,4,"audio_features","5KSJ9k1FYjFLnIRlJT2wF8","3r25XjxAmLMOhOWoV6X8N9"
"1420",0.745,95.203,0.875,-5.878,0.287,0.75,0.269,2.4e-06,1,1,217440,0.0227,"Full Clip","Gang Starr","Full Clip: A Decade Of Gang Starr","1999-07-13",64,4,"audio_features","30oTS7bm0aH3p7lqjEIu8q","0TMIeuykc2gfMc68YGppoh"
"1421",0.682,91.771,0.831,-5.697,0.494,0.6,0.238,0,1,7,319360,0.256,"Who Shot Ya? - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","1994-09-13",64,4,"audio_features","2KFg8kjYy0rYjWsXGhEQHN","2HTbQ0RHwukKVXAlTmCZP2"
"1422",0.443,92.035,0.804,-10.268,0.112,0.58,0.134,0.0225,0,6,203027,0.0312,"This D.J.","Warren G, O.G.L.B.","Regulate… G Funk Era","1994-06-07",64,4,"audio_features","2ImuQo1g14CTR9hZAZD3aQ","2VMGv3inRLPM4GOMXf37qu"
"1423",0.763,94.981,0.634,-7.216,0.237,0.519,0.323,3.4e-06,1,0,228173,0.32,"Twinz (feat. Fat Joe)","Big Pun, Fat Joe","Capital Punishment","1998-04-28",64,4,"audio_features","0B8drtTSp68pZdkmVrG9ZA","3IIHk2ZLXKWuVAjCbQ9g4Y"
"1424",0.845,94,0.634,-5.058,0.0598,0.929,0.352,5.29e-06,0,11,237027,0.00602,"Nas Is Like","Nas","I Am...","1999-04-06",64,4,"audio_features","3gY6tiCNsuVi6s8kPV6aQg","4UhEjfIRx4tE1XRY21vwNa"
"1425",0.609,98.125,0.652,-9.684,0.0573,0.646,0.028,8.79e-06,0,9,230107,0.298,"Burning Heart - From """"Rocky IV"""" Soundtrack","Survivor","Survivor Greatest Hits","1993-01-01",65,4,"audio_features","2VN7uPrbryJ7nE2MXX3f9a","2wBiw6c2bGb4c9pnRdHw6X"
"1426",0.501,97.419,0.619,-8.228,0.113,0.623,0.174,0.000808,0,7,220013,0.662,"Oh qu'elle est belle","Jul, DYSTINCT","Décennie","2024-01-19",66,3,"audio_features","7wwQoJtPLBVeMIZlW11cp6","49gSslDoncGfaxtZfsHyTA"
"1427",0.668,135.979,0.814,-6.474,0.152,0.716,0.299,0,1,11,138933,0.0248,"Faut pas","PLK, Jul","Chambre 140 (Part.3)","2024-02-01",67,4,"audio_features","2cqtTAnI9E7buORFB9q4ts","1WlS2GoDR8Bj0DaJ9QJhHT"
"1428",0.593,72.494,0.738,-8.461,0.11,0.477,0.28,0,0,10,165507,0.357,"Ailleurs","Josman","J.000.$","2023-10-28",62,4,"audio_features","7ujxY1bqVRvMe1sR5iFmxt","7CWl72c1sWausPdwa2C29w"
"1429",0.53,122.949,0.727,-9.169,0.101,0.444,0.309,0.000392,0,0,172280,0.434,"barcelona92","Green Montana, SDM","SAUDADE","2024-04-04",64,4,"audio_features","0ex0EZnrO2mMPIkYp3ewZX","5ORwfRIZBQiJ1dQ2cQDIFO"
"1430",0.56,139.971,0.888,-7,0.114,0.859,0.0449,2.24e-06,0,8,261320,0.475,"Sensations","Jul","La route est longue","2023-12-08",44,4,"audio_features","2cwZ9X7gkT2GVsZ3acLRUo","1g2C4B3Adi9L27BLlVJdEs"
"1431",0.668,147.078,0.605,-7.03,0.165,0.567,0.0817,0,0,10,216387,0.203,"NOTRE DAME","Gazo, Tiakola","LA MELO EST GANGX","2023-12-01",60,4,"audio_features","5RJcEoBhxDo8QgmKfr3JG8","4C9mVDiMHuxOZ2eORwkCE1"
"1432",0.678,145.9,0.735,-5.395,0.0936,0.708,0.0959,3.97e-05,1,6,229093,0.575,"CARTIER","Gazo, Tiakola","LA MELO EST GANGX","2023-12-01",64,4,"audio_features","7AUMxm5ArZPHojwDbdi8Vi","4C9mVDiMHuxOZ2eORwkCE1"
"1433",0.661,122.058,0.776,-5.663,0.143,0.963,0.0534,6.7e-06,0,6,161354,0.481,"LOCO","GIMS, Lossa","Les dernières volontés de Mozart (Symphony)","2024-01-25",58,4,"audio_features","36sechlCLEmV6QHNt8ryrF","6hEF1NitjCscZL8MHcWO3z"
"1434",0.408,102.029,0.777,-10.604,0.105,0.346,0.0601,0.0113,1,1,171000,0.0527,"777","RST","777","2024-09-13",45,4,"audio_features","4FIEXqpBbhCZ09ozCB3WqU","5G7ku06NMeQ77LugjZYdFP"
"1435",0.404,106.933,0.92,-7.815,0.0869,0.523,0.468,7.84e-06,0,2,143551,0.232,"Merco Benz","Key Largo","July Key","2020-07-09",37,4,"audio_features","48qDY5Dl2EOKogGOAPLtuL","1Z92u9IJaU6Lx3emcSxftO"
"1436",0.723,182.912,0.579,-5.598,0.0829,0.623,0.278,1.67e-05,1,6,176147,0.263,"Aller sans retour","Zola, Koba LaD","Aller sans retour","2023-12-08",45,3,"audio_features","4RTtj1vGu82hjp3cDtiqOj","2CGmqtcGHkQrZkyw8NfSQN"
"1437",0.73,133.021,0.781,-6.663,0.133,0.581,0.144,0,0,11,183107,0.0186,"J'fais plaisir à la zone","Jul, SDM","J'fais plaisir à la zone","2023-12-07",51,4,"audio_features","64nnRXRBDbgDCVILmMqSeK","3hKkE7IaXQpgEVZtxgkmJH"
"1438",0.791,118.652,0.804,-3.398,0.113,0.422,0.0804,0,1,1,117347,0.214,"ON DÉGAINE","Guy2Bezbar","AMBITION","2023-11-17",49,4,"audio_features","53rGZ9nMZsUa55XYkdIjGJ","48JSJ6nOB4SegSt9Gs2cZY"
"1439",0.564,102.009,0.807,-8.764,0.126,0.595,0.11,0,0,0,141600,0.133,"Amer","Le U, Akim Beats","Amer","2024-07-25",27,4,"audio_features","6SIt9WSH4cQGxeotAnIDBj","5xz3fHDKMcwi0F3yElgbCh"
"1440",0.531,122.03,0.924,-5.954,0.114,0.532,0.453,0,1,3,251786,0.142,"Chaque matin","Key Largo, LEDG","Chaque matin","2018-01-24",38,4,"audio_features","22RouMg8y4SBF8SSFp1hYV","5scePtbqqLqjEHsv9yiZmA"
"1441",0.572,75.903,0.578,-10.928,0.108,0.328,0.103,6.91e-05,0,5,135738,0.329,"intensément","AMO","intensément","2024-10-04",25,4,"audio_features","324a3OezCidLllriMfMKDu","4XsiqTPKkVDkQFxW02706J"
"1442",0.676,129.914,0.772,-7.145,0.175,0.459,0.146,2.11e-06,0,8,186733,0.258,"HELLO (feat. JEY BROWNIE & Josman)","Guy2Bezbar, JEY BROWNIE, Josman","AMBITION","2023-11-17",45,4,"audio_features","4TOYNpOzNJIwpvjwqysA9m","48JSJ6nOB4SegSt9Gs2cZY"
"1443",0.7,94.054,0.871,-5.93,0.102,0.543,0.206,4.21e-05,1,2,134440,0.079,"VIBES","Favé","IL LE FALLAIT","2023-10-13",60,4,"audio_features","6Xp82kv8pd7GVvpjYdgMdx","33Hs5QPrPlpiDEWKhNfX2S"
"1444",0.747,98.229,0.534,-6.412,0.21,0.523,0.315,0,0,1,196089,0.231,"Magot","Werenoi, SCH","Telegram 2","2023-09-21",46,3,"audio_features","3lplytmhfrA7rHrIDeBx9E","2tHT02WkJ4Fqas0cuwWHCk"
"1445",0.817,117.88,0.509,-6.211,0.339,0.139,0.058,0.233,1,5,273279,0.363,"Gaza","Un jour de paix, PNL","Gaza","2023-12-09",51,4,"audio_features","2e6LkWTmEDqlUmODfIpZsb","2wP3iEGhtn0HkcCrX44GhP"
"1446",0.602,159.971,0.709,-5.054,0.312,0.844,0.273,6.3e-05,1,7,194173,0.12,"Hot Mess","aespa","Hot Mess","2024-07-03",62,4,"audio_features","1SaLI6o5GhfcaxPVAJoD3r","2PvpuCui1GVO8DkFcCHzYU"
"1447",0.568,105.964,0.72,-4.483,0.164,0.634,0.051,0,1,1,225865,0.0323,"Cosmic","Red Velvet","Cosmic","2024-06-24",61,4,"audio_features","3pDGJRDN3p6kCNZcD97FYY","4t62n365iuvkvkANFiOG3m"
"1448",0.831,120.007,0.765,-5.1,0.324,0.778,0.0476,0,0,5,196221,0.024,"KING KONG","TREASURE","KING KONG","2024-05-28",54,4,"audio_features","0gZenxCArrqlFm4lLXevTq","43R91w6pa9rmQVPVjcPFTT"
"1449",0.828,104.978,0.807,-2.928,0.143,0.672,0.0628,7.91e-06,1,1,147962,0.00101,"Siren","RIIZE","RIIZING - The 1st Mini Album","2024-06-17",49,4,"audio_features","0ECkPMDQlTtL373y7BByup","52DnBWGBeFmhQP5fkpVPoO"
"1450",0.693,150.85,0.573,-6.22,0.196,0.837,0.321,0.00424,1,6,172296,0.609,"NANA","Yung Caza","NANA","2024-11-08",25,5,"audio_features","18Crh1Nd55lRX4MVoJegO1","1RlZlmKzRpBWDHlpoXIFWg"
"1451",0.635,119.037,0.801,-5.716,0.088,0.286,0.0359,0.000489,1,7,153277,0.282,"felices los 3","Auggie Velarde","felices los 3","2024-10-08",20,4,"audio_features","3DxGCIEyDKX0WcZrljujz0","2Tuh21CnYi3MKPgERNSRM3"
